"Suburb","Address","Rooms","Type","Method","Seller","Date","Distance","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Latitude","Longtitude","Regionname","Propertycount","ParkingArea","Price"
"Middle Park","36 Park Rd",4,"House","S","Cayzer","17/3/18",3,3206,4,2,0,199,192,1900,"Port Phillip City Council",-37.85372,144.96579,"Southern",2019,"Parkade",2650000
"Mill Park","60 Blackman Av",4,"House","SP","Barry","17/3/18",17.9,3082,4,2,1,604,160.2800156,1970,"Whittlesea City Council",-37.66356,145.06762,"Northern",10529,"Carport",737500
"Mill Park","273 Childs Rd",3,"House","S","Barry","17/3/18",17.9,3082,3,2,3,533,160.2800156,1970,"Whittlesea City Council",-37.66356,145.05606,"Northern",10529,"Attached Garage",640000
"Mill Park","7 Flintoff Ct",3,"House","S","Ray","17/3/18",17.9,3082,3,2,2,617,160.2800156,1970,"Whittlesea City Council",-37.6652,145.0364,"Northern",10529,"Indoor",665000
"Mill Park","8 Northam Ct",3,"House","S","Ray","17/3/18",17.9,3082,3,1,2,644,160.2800156,1970,"Whittlesea City Council",-37.66795,145.05018,"Northern",10529,"Carport",625000
"Mill Park","61 Pindari Av",3,"House","S","Ray","17/3/18",17.9,3082,3,1,2,531,160.2800156,1970,"Whittlesea City Council",-37.65392,145.05106,"Northern",10529,"Detached Garage",590000
"Mill Park","5 Protea Ct",3,"House","S","Ray","17/3/18",17.9,3082,3,2,2,604,136,1985,"Whittlesea City Council",-37.67145,145.0478,"Northern",10529,"Attached Garage",620000
"Mitcham","54 Barkly Tce",2,"House","S","Ray","17/3/18",17.2,3132,2,1,2,461,160.2800156,1970,"Whitehorse City Council",-37.81713,145.19954,"Eastern",6871,"Indoor",845000
"Mitcham","33 Linlithgow St",4,"House","S","Noel","17/3/18",17.2,3132,4,2,2,507,160.2800156,1970,"Whitehorse City Council",-37.82282,145.2051,"Eastern",6871,"Outdoor Stall",1212000
"Mont Albert","6 Carson Av",4,"House","VB","Marshall","17/3/18",10.2,3127,4,3,1,553,250,1927,"Boroondara City Council",-37.81465,145.10415,"Eastern",2079,"Indoor",2300000
"Montmorency","8 Aanensen Ct",5,"House","S","Jellis","17/3/18",16.2,3094,5,3,2,849,160.2800156,1970,"Banyule City Council",-37.72081,145.12913,"Eastern",3891,"Detached Garage",980000
"Moonee Ponds","37 Addison St",4,"House","S","Jellis","17/3/18",6.2,3039,4,2,1,438,183,1910,"Moonee Valley City Council",-37.77011,144.92881,"Western",6232,"Indoor",1835000
"Moonee Ponds","23 Byron St",3,"House","PI","McDonald","17/3/18",6.2,3039,3,2,2,525,160.2800156,1970,"Moonee Valley City Council",-37.77155,144.92166,"Western",6232,"Parkade",1800000
"Moonee Ponds","86C Clarinda Rd",4,"House","S","Nelson","17/3/18",6.2,3039,4,2,2,596,160.2800156,1970,"Moonee Valley City Council",-37.76302,144.90807,"Western",6232,"Carport",1683000
"Moonee Ponds","22 Darling St",4,"House","S","McDonald","17/3/18",6.2,3039,4,2,2,550,174,1940,"Moonee Valley City Council",-37.7677,144.91107,"Western",6232,"Detached Garage",1800000
"Moonee Ponds","28 Steele St",4,"House","S","Jellis","17/3/18",6.2,3039,4,1,1,669,160.2800156,1970,"Moonee Valley City Council",-37.76963,144.92948,"Western",6232,"Attached Garage",1782000
"Moorabbin","3 Joan St",3,"House","VB","Woodards","17/3/18",14.3,3189,3,1,3,636,160.2800156,1970,"Kingston City Council",-37.94123,145.04988,"Southern",2555,"Attached Garage",1100000
"Mooroolbark","173 Cardigan Rd",3,"House","VB","McGrath","17/3/18",26.5,3138,3,1,2,1280,160.2800156,1970,"Yarra Ranges Shire Council",-37.78975,145.33579,"Eastern Victoria",8280,"Underground",650000
"Mooroolbark","33 Highland Cr",4,"House","S","Barry","17/3/18",26.5,3138,4,2,1,983,160.2800156,1970,"Yarra Ranges Shire Council",-37.79215,145.31267,"Eastern Victoria",8280,"Outdoor Stall",790000
"Mooroolbark","25 Neville St",3,"House","S","Fletchers","17/3/18",26.5,3138,3,2,2,862,160.2800156,1970,"Yarra Ranges Shire Council",-37.78133,145.30885,"Eastern Victoria",8280,"Carport",940000
"Mount Waverley","56 Alice St",4,"House","S","Stockdale","17/3/18",14.2,3149,4,1,1,738,160.2800156,1970,"Monash City Council",-37.8677,145.12696,"Eastern",13366,"Carport",1378000
"Mount Waverley","69 Bruce St",5,"House","PI","Jellis","17/3/18",14.2,3149,5,2,2,1058,160.2800156,1970,"Monash City Council",-37.88492,145.13459,"Eastern",13366,"Detached Garage",855000
"Mount Waverley","49 Carrol Gr",4,"House","S","Jellis","17/3/18",14.2,3149,4,2,2,733,160.2800156,1970,"Monash City Council",-37.89139,145.11456,"Eastern",13366,"Attached Garage",1092000
"Mount Waverley","11 Mummery St",4,"House","S","Biggin","17/3/18",14.2,3149,4,2,2,806,160.2800156,1970,"Monash City Council",-37.87923,145.12935,"Eastern",13366,"Carport",1705000
"Mount Waverley","27 Solomon St",3,"House","S","McGrath/First","17/3/18",14.2,3149,3,1,2,660,150,1968,"Monash City Council",-37.88811,145.11153,"Eastern",13366,"Detached Garage",1000000
"Mount Waverley","40 Sunhill Rd",3,"House","PI","Barry","17/3/18",14.2,3149,3,1,2,724,139,1960,"Monash City Council",-37.86824,145.128,"Eastern",13366,"Attached Garage",1400000
"Mount Waverley","68 Wilga St",4,"House","PI","McGrath","17/3/18",14.2,3149,4,2,2,673,259,2015,"Monash City Council",-37.89003,145.13272,"Eastern",13366,"Carport",1500000
"Mulgrave","6 Murdoch Av",3,"House","S","Harcourts","17/3/18",18.8,3170,3,1,2,648,160.2800156,1970,"Monash City Council",-37.91449,145.16173,"South-Eastern",7113,"Detached Garage",960000
"Murrumbeena","2 Atkinson St",3,"House","VB","Woodards","17/3/18",10.1,3163,3,2,1,636,160.2800156,1970,"Glen Eira City Council",-37.90381,145.06992,"Southern",4442,"Attached Garage",1300000
"Murrumbeena","6 Thaxted Rd",3,"House","S","Jellis","17/3/18",10.1,3163,3,1,4,663,160.2800156,1970,"Glen Eira City Council",-37.89836,145.06843,"Southern",4442,"Underground",1352500
"Newport","78 Anderson St",5,"House","S","Williams","17/3/18",6.2,3015,5,2,3,479,250,2015,"Hobsons Bay City Council",-37.84456,144.87459,"Western",5498,"Carport",1680000
"Newport","2A Ford St",2,"House","VB","Greg","17/3/18",6.2,3015,2,1,2,173,107,2009,"Hobsons Bay City Council",-37.84426,144.87911,"Western",5498,"Attached Garage",850000
"Newport","195 Mason St",3,"House","SP","hockingstuart","17/3/18",6.2,3015,3,1,3,528,110,1950,"Hobsons Bay City Council",-37.84089,144.86617,"Western",5498,"Parkade",1030000
"Newport","3 Mirls St",3,"House","SP","Williams","17/3/18",6.2,3015,3,1,1,305,160.2800156,1970,"Hobsons Bay City Council",-37.84541,144.87913,"Western",5498,"Underground",881000
"Niddrie","34 Grandview Rd",3,"House","S","Barry","17/3/18",10.4,3042,3,1,4,650,160.2800156,1970,"Moonee Valley City Council",-37.73843,144.88903,"Western",2291,"Parking Pad",1355000
"Niddrie","23 Hutchison St",4,"House","S","Nelson","17/3/18",10.4,3042,4,3,2,344,270,2009,"Moonee Valley City Council",-37.73779,144.88392,"Western",2291,"Carport",1340000
"Niddrie","63A Nolan St",4,"House","VB","Nelson","17/3/18",10.4,3042,4,3,2,314,270,2017,"Moonee Valley City Council",-37.741,144.88474,"Western",2291,"Detached Garage",1300000
"Noble Park","14 Kleine St",3,"House","S","C21","17/3/18",22.7,3174,3,1,1,533,160.2800156,1970,"Greater Dandenong City Council",-37.97064,145.16896,"South-Eastern",11806,"Attached Garage",680000
"North Melbourne","9 George St",3,"House","S","Peter","17/3/18",1.8,3051,3,2,2,214,137,2004,"Melbourne City Council",-37.79025,144.94093,"Northern",6821,"Carport",1270000
"North Melbourne","70 Provost St",2,"Townhouse","S","Alexkarbon","17/3/18",1.8,3051,2,1,1,1145,160.2800156,1996,"Melbourne City Council",-37.8017,144.94602,"Northern",6821,"Detached Garage",810000
"Northcote","4 Balgonie Pl",2,"House","S","Nelson","17/3/18",5.3,3070,2,1,1,130,73,1900,"Darebin City Council",-37.77018,144.99969,"Northern",11364,"Attached Garage",940000
"Northcote","53 Bent St",2,"House","S","Nelson","17/3/18",5.3,3070,2,1,1,240,160.2800156,1970,"Darebin City Council",-37.76718,144.9949,"Northern",11364,"Indoor",1010000
"Northcote","40 Bridge St",4,"House","S","Jellis","17/3/18",5.3,3070,4,1,2,378,160.2800156,1970,"Darebin City Council",-37.77813,144.99383,"Northern",11364,"Parkade",1750000
"Northcote","4 Jeffrey St",3,"House","VB","McGrath","17/3/18",5.3,3070,3,1,1,222,108,1900,"Darebin City Council",-37.78323,145.00957,"Northern",11364,"Parkade",1225000
"Northcote","9 McLachlan St",3,"House","S","Jellis","17/3/18",5.3,3070,3,1,1,423,127,1930,"Darebin City Council",-37.78207,144.99348,"Northern",11364,"Underground",2125000
"Northcote","41 South Cr",4,"House","PI","Woodards","17/3/18",5.3,3070,4,1,1,561,160.2800156,1970,"Darebin City Council",-37.77886,145.00307,"Northern",11364,"Detached Garage",1610000
"Nunawading","143 Junction Rd",3,"House","PI","Noel","17/3/18",15.4,3131,3,1,4,631,160.2800156,1970,"Manningham City Council",-37.80796,145.17397,"Eastern",4973,"Attached Garage",950000
"Nunawading","24 Nicholson St",3,"House","S","Noel","17/3/18",15.4,3131,3,1,1,728,160.2800156,1970,"Manningham City Council",-37.81453,145.17882,"Eastern",4973,"Indoor",1115000
"Nunawading","242 Springvale Rd",3,"House","S","Jellis","17/3/18",15.4,3131,3,2,1,711,160.2800156,1970,"Manningham City Council",-37.82665,145.17404,"Eastern",4973,"Carport",1105000
"Oak Park","5 Curie Av",3,"House","S","Nelson","17/3/18",11.2,3046,3,1,1,754,160.2800156,1970,"Moreland City Council",-37.71626,144.92604,"Northern",2651,"Detached Garage",1099000
"Oakleigh South","13 Norwood St",3,"House","S","Ray","17/3/18",15.5,3167,3,1,1,534,160.2800156,1970,"Kingston City Council",-37.93735,145.08472,"South-Eastern",3692,"Attached Garage",898000
"Parkdale","10 Cherrington Ct",4,"House","VB","Buxton","17/3/18",21.5,3195,4,2,2,650,215,1970,"Kingston City Council",-37.9941,145.08355,"South-Eastern",5087,"Attached Garage",1100000
"Pascoe Vale","2/2 Archibald St",2,"Unit","S","Brad","17/3/18",8.5,3044,2,1,1,167,160.2800156,1970,"Moreland City Council",-37.73031,144.93294,"Northern",7485,"Underground",660000
"Pascoe Vale","57 Northumberland Rd",4,"House","PI","Nelson","17/3/18",8.5,3044,3,2,2,557,160.2800156,1970,"Moreland City Council",-37.72446,144.93197,"Northern",7485,"Carport",900000
"Pascoe Vale","30 Park St",2,"House","S","Nelson","17/3/18",8.5,3044,2,1,1,486,160.2800156,1970,"Moreland City Council",-37.72619,144.92447,"Northern",7485,"Detached Garage",852000
"Pascoe Vale","3 Quick St",4,"House","SP","Jellis","17/3/18",8.5,3044,4,2,2,283,168,2000,"Moreland City Council",-37.72196,144.93017,"Northern",7485,"Attached Garage",863000
"Pascoe Vale","16 Wicklow St",3,"House","S","Brad","17/3/18",8.5,3044,3,1,2,500,160.2800156,1970,"Moreland City Council",-37.71867,144.94259,"Northern",7485,"Attached Garage",830000
"Patterson Lakes","3 Town La",4,"House","PI","Buxton","17/3/18",31.2,3197,4,2,2,460,236,2010,"Kingston City Council",-38.06049,145.14094,"South-Eastern",3351,"Parkade",975000
"Point Cook","1 Daisy Dr",4,"House","S","Point","17/3/18",14.7,3030,4,2,2,540,160.2800156,1970,"Wyndham City Council",-37.90482,144.75049,"Western",15542,"Attached Garage",738000
"Point Cook","6 Lincolnheath Bvd",4,"House","SP","Barry","17/3/18",14.7,3030,4,2,2,700,235,2010,"Wyndham City Council",-37.90265,144.7522,"Western",15542,"Indoor",830000
"Port Melbourne","376 Howe Pde",3,"House","S","Greg","17/3/18",3.5,3207,3,1,1,323,160.2800156,1970,"Melbourne City Council",-37.83687,144.92593,"Southern",8648,"Indoor",1276000
"Port Melbourne","1 Page Av",4,"House","PI","Marshall","17/3/18",3.5,3207,4,1,2,329,160.2800156,1970,"Melbourne City Council",-37.83641,144.92679,"Southern",8648,"Outdoor Stall",1820000
"Prahran","62 Aberdeen Rd",4,"House","PI","Marshall","17/3/18",4.6,3181,4,3,2,164,160.2800156,1970,"Stonnington City Council",-37.85288,145.00531,"Southern",7717,"Indoor",2420000
"Prahran","389 High St",2,"House","S","Biggin","17/3/18",4.6,3181,2,2,0,164,135,1915,"Stonnington City Council",-37.85277,145.00129,"Southern",7717,"Underground",1350000
"Preston","91 Dundas St",3,"House","PI","Spencer","17/3/18",8.4,3072,3,1,2,301,0,1935,"Darebin City Council",-37.75302,145.00948,"Northern",14577,"Detached Garage",950000
"Preston","50 Garnet St",2,"Townhouse","S","Ray","17/3/18",8.4,3072,2,1,2,152,110,2005,"Darebin City Council",-37.74542,145.00086,"Northern",14577,"Attached Garage",635000
"Preston","252 Gower St",3,"House","S","Nelson","17/3/18",8.4,3072,3,1,1,353,112,1925,"Darebin City Council",-37.74064,145.00746,"Northern",14577,"Indoor",1000000
"Preston","68 Hotham St",3,"House","PI","McGrath","17/3/18",8.4,3072,3,2,1,206,108,1890,"Darebin City Council",-37.74731,145.00751,"Northern",14577,"Parkade",1250000
"Preston","6 Irene St",3,"House","VB","New","17/3/18",8.4,3072,3,1,4,475,160.2800156,1970,"Darebin City Council",-37.74465,145.00603,"Northern",14577,"Underground",870000
"Preston","48 Malpas St",3,"House","S","Nelson","17/3/18",8.4,3072,3,1,2,535,160.2800156,1970,"Darebin City Council",-37.734,145.0202,"Northern",14577,"Detached Garage",1085000
"Preston","63 Malpas St",3,"House","S","Nelson","17/3/18",8.4,3072,3,1,1,650,160.2800156,1970,"Darebin City Council",-37.73412,145.0186,"Northern",14577,"Attached Garage",752000
"Princes Hill","244 Richardson St",2,"House","S","Woodards","17/3/18",3.5,3054,2,2,1,124,160.2800156,1970,"Yarra City Council",-37.78395,144.96755,"Northern",1008,"Parkade",1530000
"Reservoir","36 Crispe St",3,"House","S","Barry","17/3/18",12,3073,3,1,3,625,160.2800156,1970,"Darebin City Council",-37.72626,144.99482,"Northern",21650,"Parkade",1022000
"Reservoir","30 Elinda Pl",2,"House","S","Ray","17/3/18",12,3073,2,1,1,144,95,2002,"Darebin City Council",-37.69824,145.02372,"Northern",21650,"Underground",445000
"Reservoir","604A Gilbert Rd",2,"House","S","RW","17/3/18",12,3073,2,2,2,192,160.2800156,1943,"Darebin City Council",-37.72589,144.99266,"Northern",21650,"Outdoor Stall",730000
"Reservoir","66 Glasgow Av",3,"House","S","Nelson","17/3/18",12,3073,3,1,2,587,160.2800156,1970,"Darebin City Council",-37.70309,144.99782,"Northern",21650,"Carport",730000
"Reservoir","31 Henty St",3,"House","S","Nelson","17/3/18",12,3073,3,1,2,515,160.2800156,1970,"Darebin City Council",-37.71932,145.00038,"Northern",21650,"Detached Garage",947500
"Reservoir","117c Hickford St",3,"Townhouse","S","Ray","17/3/18",12,3073,3,2,1,208,160.2800156,1970,"Darebin City Council",-37.70436,145.01726,"Northern",21650,"Attached Garage",691000
"Reservoir","32 Pershing St",3,"House","VB","Nelson","17/3/18",12,3073,3,2,2,557,160.2800156,1970,"Darebin City Council",-37.72508,144.9929,"Northern",21650,"Carport",800000
"Reservoir","7 Pickett St",3,"House","S","Barry","17/3/18",12,3073,3,2,1,289,160.2800156,1970,"Darebin City Council",-37.70222,145.01666,"Northern",21650,"Detached Garage",651000
"Reservoir","41 Pine St",3,"House","S","Love","17/3/18",12,3073,3,1,1,572,160.2800156,1970,"Darebin City Council",-37.72013,144.99767,"Northern",21650,"Attached Garage",1029000
"Reservoir","6 Wilkinson St",3,"House","S","hockingstuart","17/3/18",12,3073,3,1,1,239,160.2800156,1970,"Darebin City Council",-37.72697,145.01904,"Northern",21650,"Parkade",728000
"Richmond","6 Albert Pl",3,"House","S","Biggin","17/3/18",2.4,3121,3,2,1,144,145,1998,"Yarra City Council",-37.82467,145.0127,"Northern",14949,"Detached Garage",1798000
"Richmond","3 Allans Pl",2,"Townhouse","S","Jellis","17/3/18",2.4,3121,2,1,1,79,160.2800156,1970,"Yarra City Council",-37.81696,145.00502,"Northern",14949,"Attached Garage",1000000
"Richmond","9 Bosisto St",3,"House","S","Biggin","17/3/18",2.4,3121,3,2,2,109,124,1890,"Yarra City Council",-37.81627,144.99744,"Northern",14949,"Detached Garage",1150000
"Richmond","184 Buckingham St",3,"Townhouse","SP","Jellis","17/3/18",2.4,3121,3,2,1,104,118,2002,"Yarra City Council",-37.81471,145.0086,"Northern",14949,"Attached Garage",1150000
"Richmond","76 Buckingham St",3,"House","S","hockingstuart","17/3/18",2.4,3121,3,3,2,285,218,1930,"Yarra City Council",-37.81415,145.00381,"Northern",14949,"Indoor",2210000
"Richmond","37 Crown St",3,"House","S","Biggin","17/3/18",2.4,3121,3,1,3,370,160.2800156,1970,"Yarra City Council",-37.81676,145.01039,"Northern",14949,"Carport",1530000
"Ringwood","8 Forest Ct",5,"House","S","Fletchers","17/3/18",19.9,3134,5,2,2,776,160.2800156,1970,"Maroondah City Council",-37.78423,145.25121,"Eastern",7785,"Carport",1225000
"Ringwood","3/3 Garden St",3,"House","S","Jellis","17/3/18",19.9,3134,3,2,2,313,160.2800156,1970,"Maroondah City Council",-37.82087,145.23869,"Eastern",7785,"Detached Garage",1013000
"Ringwood","8 Margaret St",4,"House","PI","Ray","17/3/18",19.9,3134,4,3,6,710,277,1970,"Maroondah City Council",-37.81519,145.21356,"Eastern",7785,"Attached Garage",955000
"Ringwood","34 Oliver St",3,"House","S","Barry","17/3/18",19.9,3134,3,1,2,738,160.2800156,1970,"Maroondah City Council",-37.80711,145.23584,"Eastern",7785,"Indoor",880000
"Ringwood East","24 Gracedale Av",3,"House","S","RW","17/3/18",21.3,3135,3,2,2,582,160.2800156,1970,"Maroondah City Council",-37.82465,145.26179,"Eastern",4407,"Indoor",790000
"Ringwood North","2 McMahon Ct",4,"House","SP","Fletchers","17/3/18",19.9,3134,4,2,2,710,160.2800156,1980,"Manningham City Council",-37.7913,145.24013,"Eastern",3619,"Underground",1100000
"Ringwood North","18 Montalbo Rd",4,"House","VB","Hoskins","17/3/18",19.9,3134,4,2,2,1146,160.2800156,1970,"Manningham City Council",-37.80719,145.21723,"Eastern",3619,"Outdoor Stall",970000
"Rockbank","21 Socrates Wy",3,"House","S","hockingstuart","17/3/18",23.8,3335,3,2,4,1241,160.2800156,1970,"Melton City Council",-37.7346,144.66451,"Western",538,"Attached Garage",675000
"Rosanna","14 Darvall St",3,"House","S","Buckingham","17/3/18",8.9,3084,3,1,3,945,160.2800156,1970,"Banyule City Council",-37.74053,145.06251,"Eastern",3540,"Indoor",1330000
"Rowville","85 Seebeck Rd",5,"House","VB","Barry","17/3/18",23.5,3178,5,3,2,742,241,1999,"Knox City Council",-37.93765,145.22329,"South-Eastern",11667,"Parking Pad",750000
"Roxburgh Park","50 Ravenhill Bvd",4,"House","S","YPA","17/3/18",20.6,3064,4,2,2,666,160.2800156,1996,"Hume City Council",-37.6361,144.91884,"Northern",5833,"Carport",577500
"Roxburgh Park","10 Thurmand Ct",4,"House","PI","HAR","17/3/18",20.6,3064,4,2,2,517,224,1996,"Hume City Council",-37.63522,144.92848,"Northern",5833,"Detached Garage",600000
"Sandringham","9 Miller St",3,"House","S","Buxton","17/3/18",15.2,3191,3,2,3,668,160.2800156,1970,"Bayside City Council",-37.95469,145.02152,"Southern",4497,"Parkade",1800000
"Seaford","15 East Rd",3,"House","S","Buxton","17/3/18",35.4,3198,3,2,2,1228,160.2800156,1970,"Frankston City Council",-38.10471,145.14203,"South-Eastern",8077,"Carport",960000
"Seaford","25 Kananook Av",3,"House","S","Harcourts","17/3/18",35.4,3198,3,2,2,1000,197,1958,"Frankston City Council",-38.11526,145.12831,"South-Eastern",8077,"Detached Garage",955000
"Seaford","5 Tyrone St",4,"House","S","Buxton","17/3/18",35.4,3198,4,2,0,539,160.2800156,1970,"Frankston City Council",-38.10968,145.14148,"South-Eastern",8077,"Attached Garage",499000
"Seddon","52 Austin St",3,"House","VB","Jas","17/3/18",5.1,3011,3,1,0,213,97,1900,"Maribyrnong City Council",-37.80563,144.89352,"Western",2417,"Indoor",1020000
"Seddon","28 Charles St",4,"House","SP","Sweeney","17/3/18",5.1,3011,4,1,0,258,160.2800156,1900,"Maribyrnong City Council",-37.80692,144.89513,"Western",2417,"Parkade",1085000
"South Kingsville","55A Vernon St",4,"House","SP","Jas","17/3/18",6.2,3015,4,3,2,212,192,2013,"Hobsons Bay City Council",-37.83187,144.87164,"Western",984,"Carport",1030000
"South Melbourne","99 Bank St",2,"House","S","Marshall","17/3/18",1.9,3205,2,1,0,141,160.2800156,1970,"Port Phillip City Council",-37.83284,144.96622,"Southern",5943,"Detached Garage",1087000
"South Melbourne","10 Bridport St",3,"House","S","Marshall","17/3/18",1.9,3205,3,2,0,150,213,1970,"Port Phillip City Council",-37.83846,144.96262,"Southern",5943,"Attached Garage",3050000
